Latitude,Longitude,Diameter(m),Depth(m),Confidence
-85.0023272,25.5201827,21.9,14.099999999999998,0.46021896600723267
-85.0062804,25.5607786,11.7,5.099999999999999,0.45062753558158875
-85.0018805,25.5076093,7.199999999999999,3.599999999999999,0.41232216358184814
-85.0034712,25.4640158,24.3,14.249999999999998,0.40209341049194336
-85.0050692,25.5443354,6.6,3.599999999999999,0.40127187967300415
-85.0046842,25.4804412,98.39999999999999,74.24999999999999,0.3983350098133087
-85.0021358,25.5501908,6.0,3.1499999999999995,0.3952045440673828
-85.0030923,25.5240412,15.899999999999999,6.899999999999999,0.37635669112205505
-85.0025172,25.4901745,8.4,4.199999999999999,0.3525317907333374
-85.0072374,25.53461,8.7,4.949999999999999,0.3363027572631836
-85.0049415,25.5230358,9.0,4.799999999999999,0.3312889039516449
-85.0049415,25.5230358,4.8,2.6999999999999993,0.2964480221271515
-85.0062804,25.5607786,9.0,3.599999999999999,0.29282212257385254
-85.0057677,25.475569,31.5,45.74999999999999,0.2867176830768585
-85.0062804,25.5607786,17.099999999999998,5.249999999999999,0.2859671711921692
-85.0091481,25.4822491,57.599999999999994,15.449999999999998,0.5486955046653748
-85.0045546,25.4591442,18.0,5.249999999999999,0.532256007194519
-85.0062152,25.4881452,15.6,7.049999999999999,0.5013068914413452
-85.0066624,25.5007233,10.5,4.649999999999999,0.49632468819618225
-85.002388,25.4688852,18.3,7.949999999999998,0.4904875159263611
-85.0019406,25.456317,21.3,9.749999999999998,0.46989548206329346
-85.0076169,25.4745455,13.5,4.799999999999999,0.4678252339363098
-85.0083825,25.4783967,58.199999999999996,14.099999999999998,0.4482046961784363
-85.0028353,25.4814558,11.7,7.799999999999999,0.44134244322776794
-85.0062152,25.4881452,9.299999999999999,3.8999999999999995,0.43329185247421265
-85.0028353,25.4814558,12.0,10.499999999999998,0.42915067076683044
-85.0062152,25.4881452,10.2,5.249999999999999,0.4248315691947937
-85.0045546,25.4591442,23.4,3.8999999999999995,0.4006021320819855
-85.005897,25.4968691,7.199999999999999,5.849999999999999,0.3741525411605835
-85.0062152,25.4881452,8.4,2.9999999999999996,0.3600432872772217
-85.0076169,25.4745455,12.0,5.999999999999999,0.34610575437545776
-85.0034712,25.4640158,24.3,7.499999999999999,0.3393218219280243
-85.0045546,25.4591442,13.5,5.549999999999999,0.33129364252090454
-85.0016228,25.4650352,47.1,14.249999999999998,0.32764163613319397
-85.0069807,25.4919982,15.0,3.4499999999999993,0.3198857009410858
-85.0057677,25.475569,33.6,42.89999999999999,0.3122711181640625
-85.0045546,25.4591442,24.599999999999998,5.849999999999999,0.2960367202758789
-85.0076169,25.4745455,17.099999999999998,3.7499999999999996,0.295891672372818
-85.005897,25.4968691,15.6,5.549999999999999,0.29069024324417114
-85.0069807,25.4919982,14.1,3.4499999999999993,0.2905867099761963
-85.0045546,25.4591442,22.2,3.1499999999999995,0.2826538681983948
-85.0042367,25.4678666,20.099999999999998,2.5499999999999994,0.2797681391239166
-85.0069807,25.4919982,11.4,3.599999999999999,0.2771947681903839
-85.0042367,25.4678666,24.3,5.399999999999999,0.27547982335090637
-85.0042367,25.4678666,11.1,2.6999999999999993,0.27446988224983215
-85.0072989,25.4832723,12.0,3.599999999999999,0.2663123905658722
-85.0042367,25.4678666,16.2,4.949999999999999,0.2592003047466278
-85.0072989,25.4832723,12.6,3.4499999999999993,0.2584885060787201
-85.0072989,25.4832723,11.4,3.4499999999999993,0.2500407099723816
-84.9950011,25.4728881,16.8,8.249999999999998,0.7299398183822632
-84.9981849,25.5096032,10.2,5.099999999999999,0.6946192383766174
-84.9997758,25.4660404,161.4,65.24999999999999,0.6839350461959839
-84.997421,25.5057387,10.2,5.249999999999999,0.630450427532196
-85.001752,25.4863213,21.9,9.299999999999997,0.5636577606201172
-84.9985033,25.5008924,30.299999999999997,15.599999999999998,0.48640337586402893
-84.9973542,25.4331906,28.799999999999997,17.999999999999996,0.4735250473022461
-84.996784,25.5231555,44.4,23.099999999999994,0.4555363059043884
-84.9962721,25.4380544,6.0,3.1499999999999995,0.4342176914215088
-85.0014338,25.495038,13.5,5.549999999999999,0.4291883707046509
-84.997421,25.5057387,6.6,3.2999999999999994,0.3890075981616974
-85.0001597,25.5298962,10.799999999999999,5.249999999999999,0.38816824555397034
-84.9967191,25.4506131,5.3999999999999995,2.8499999999999996,0.38516566157341003
-85.0006687,25.4911847,20.7,11.099999999999998,0.38060587644577026
-84.9939187,25.4777421,16.8,7.949999999999998,0.357700914144516
-85.001752,25.4863213,9.299999999999999,1.7999999999999996,0.35410788655281067
-85.000797,25.5124688,15.0,4.949999999999999,0.3505738377571106
-85.0004784,25.5211829,21.3,10.049999999999997,0.3497600853443146
-84.9932823,25.4951498,6.6,3.2999999999999994,0.33971741795539856
-85.000797,25.5124688,10.799999999999999,4.049999999999999,0.33429598808288574
-85.0011755,25.4524672,11.4,5.249999999999999,0.31926435232162476
