Longitude,Latitude,Pixel,Scan
25.7417881,-85.0377384,0,0
25.7330217,-85.0380599,100,0
25.7242544,-85.0383813,200,0
25.7154861,-85.0387026,300,0
25.706717,-85.0390238,400,0
25.697947,-85.0393448,500,0
25.6891761,-85.0396657,600,0
25.6804043,-85.0399865,700,0
25.6716316,-85.0403072,800,0
25.662858,-85.0406277,900,0
25.6540835,-85.0409482,1000,0
25.6453081,-85.0412685,1100,0
25.6365318,-85.0415887,1200,0
25.6277547,-85.0419088,1300,0
25.6189766,-85.0422288,1400,0
25.6101976,-85.0425486,1500,0
25.6014177,-85.0428683,1600,0
25.592637,-85.0431879,1700,0
25.5838553,-85.0435074,1800,0
25.5750727,-85.0438268,1900,0
25.5662893,-85.044146,2000,0
25.5575049,-85.0444652,2100,0
25.5487197,-85.0447842,2200,0
25.5399335,-85.0451031,2300,0
25.5311465,-85.0454218,2400,0
25.5223586,-85.0457405,2500,0
25.5135698,-85.046059,2600,0
25.50478,-85.0463774,2700,0
25.4959894,-85.0466957,2800,0
25.4871979,-85.0470139,2900,0
25.4784055,-85.047332,3000,0
25.4696122,-85.0476499,3100,0
25.460818,-85.0479677,3200,0
25.4520229,-85.0482854,3300,0
25.443227,-85.048603,3400,0
25.4344301,-85.0489205,3500,0
25.4256323,-85.0492378,3600,0
25.4168337,-85.049555,3700,0
25.4080341,-85.0498721,3800,0
25.3992337,-85.0501891,3900,0
25.3904323,-85.050506,4000,0
25.3816301,-85.0508227,4100,0
25.372827,-85.0511393,4200,0
25.364023,-85.0514559,4300,0
25.3552181,-85.0517722,4400,0
25.3464123,-85.0520885,4500,0
25.3376056,-85.0524047,4600,0
25.328798,-85.0527207,4700,0
25.3199895,-85.0530366,4800,0
25.3111802,-85.0533524,4900,0
25.3023699,-85.0536681,5000,0
25.2935588,-85.0539836,5100,0
25.2847468,-85.054299,5200,0
25.2759338,-85.0546144,5300,0
25.26712,-85.0549296,5400,0
25.2583053,-85.0552446,5500,0
25.2494897,-85.0555596,5600,0
25.2406732,-85.0558744,5700,0
25.2318558,-85.0561891,5800,0
25.2230376,-85.0565037,5900,0
25.2142184,-85.0568182,6000,0
25.2053984,-85.0571326,6100,0
25.1965774,-85.0574468,6200,0
25.1877556,-85.0577609,6300,0
25.1789329,-85.0580749,6400,0
25.1701093,-85.0583888,6500,0
25.1612848,-85.0587026,6600,0
25.1524594,-85.0590162,6700,0
25.1436331,-85.0593297,6800,0
25.134806,-85.0596431,6900,0
25.1259779,-85.0599564,7000,0
25.117149,-85.0602696,7100,0
25.1083192,-85.0605826,7200,0
25.0994885,-85.0608955,7300,0
25.0906569,-85.0612083,7400,0
25.0818244,-85.061521,7500,0
25.072991,-85.0618336,7600,0
25.0641567,-85.062146,7700,0
25.0553216,-85.0624583,7800,0
25.0464855,-85.0627705,7900,0
25.0376486,-85.0630826,8000,0
25.0288108,-85.0633946,8100,0
25.0199721,-85.0637064,8200,0
25.0111325,-85.0640182,8300,0
25.0022921,-85.0643298,8400,0
24.9934507,-85.0646413,8500,0
24.9846085,-85.0649526,8600,0
24.9757653,-85.0652639,8700,0
24.9669213,-85.065575,8800,0
24.9580764,-85.065886,8900,0
24.9492306,-85.0661969,9000,0
24.940384,-85.0665077,9100,0
24.9315364,-85.0668183,9200,0
24.922688,-85.0671288,9300,0
24.9138387,-85.0674393,9400,0
24.9049885,-85.0677495,9500,0
24.8961374,-85.0680597,9600,0
24.8872854,-85.0683698,9700,0
24.8784325,-85.0686797,9800,0
24.8695788,-85.0689895,9900,0
24.8607242,-85.0692992,10000,0
24.8518686,-85.0696088,10100,0
24.8430122,-85.0699182,10200,0
24.834155,-85.0702275,10300,0
24.8252968,-85.0705367,10400,0
24.8164378,-85.0708458,10500,0
24.8075778,-85.0711548,10600,0
24.798717,-85.0714637,10700,0
24.7898553,-85.0717724,10800,0
24.7809928,-85.072081,10900,0
24.7721293,-85.0723895,11000,0
24.763265,-85.0726979,11100,0
24.7543997,-85.0730061,11200,0
24.7455336,-85.0733142,11300,0
24.7366666,-85.0736223,11400,0
24.7277988,-85.0739301,11500,0
24.71893,-85.0742379,11600,0
24.7100604,-85.0745456,11700,0
24.7011899,-85.0748531,11800,0
24.6923185,-85.0751605,11900,0
24.6835349,-85.0754647,11999,0
25.7378737,-85.0369749,0,100
25.7291084,-85.0372964,100,100
25.7203421,-85.0376177,200,100
25.711575,-85.0379389,300,100
25.702807,-85.03826,400,100
25.6940381,-85.038581,500,100
25.6852683,-85.0389019,600,100
25.6764976,-85.0392226,700,100
25.667726,-85.0395432,800,100
25.6589535,-85.0398638,900,100
25.6501801,-85.0401841,1000,100
25.6414059,-85.0405044,1100,100
25.6326307,-85.0408246,1200,100
25.6238546,-85.0411446,1300,100
25.6150776,-85.0414645,1400,100
25.6062998,-85.0417843,1500,100
25.597521,-85.042104,1600,100
25.5887413,-85.0424235,1700,100
25.5799608,-85.042743,1800,100
25.5711793,-85.0430623,1900,100
25.562397,-85.0433815,2000,100
25.5536137,-85.0437005,2100,100
25.5448296,-85.0440195,2200,100
25.5360446,-85.0443383,2300,100
25.5272587,-85.0446571,2400,100
25.5184718,-85.0449757,2500,100
25.5096841,-85.0452941,2600,100
25.5008955,-85.0456125,2700,100
25.492106,-85.0459307,2800,100
25.4833156,-85.0462489,2900,100
25.4745243,-85.0465669,3000,100
25.4657322,-85.0468848,3100,100
25.4569391,-85.0472025,3200,100
25.4481451,-85.0475202,3300,100
25.4393503,-85.0478377,3400,100
25.4305545,-85.0481551,3500,100
25.4217579,-85.0484724,3600,100
25.4129603,-85.0487896,3700,100
25.4041619,-85.0491066,3800,100
25.3953626,-85.0494236,3900,100
25.3865624,-85.0497404,4000,100
25.3777612,-85.0500571,4100,100
25.3689592,-85.0503736,4200,100
25.3601564,-85.0506901,4300,100
25.3513526,-85.0510064,4400,100
25.3425479,-85.0513226,4500,100
25.3337423,-85.0516387,4600,100
25.3249359,-85.0519547,4700,100
25.3161285,-85.0522706,4800,100
25.3073203,-85.0525863,4900,100
25.2985112,-85.0529019,5000,100
25.2897011,-85.0532174,5100,100
25.2808902,-85.0535328,5200,100
25.2720784,-85.0538481,5300,100
25.2632657,-85.0541632,5400,100
25.2544522,-85.0544782,5500,100
25.2456377,-85.0547931,5600,100
25.2368223,-85.0551079,5700,100
25.2280061,-85.0554226,5800,100
25.2191889,-85.0557371,5900,100
25.2103709,-85.0560516,6000,100
25.201552,-85.0563659,6100,100
25.1927322,-85.0566801,6200,100
25.1839115,-85.0569941,6300,100
25.1750899,-85.0573081,6400,100
25.1662674,-85.0576219,6500,100
25.1574441,-85.0579356,6600,100
25.1486198,-85.0582492,6700,100
25.1397947,-85.0585627,6800,100
25.1309687,-85.058876,6900,100
25.1221417,-85.0591892,7000,100
25.1133139,-85.0595024,7100,100
25.1044853,-85.0598153,7200,100
25.0956557,-85.0601282,7300,100
25.0868252,-85.060441,7400,100
25.0779939,-85.0607536,7500,100
25.0691616,-85.0610661,7600,100
25.0603285,-85.0613785,7700,100
25.0514945,-85.0616908,7800,100
25.0426596,-85.0620029,7900,100
25.0338238,-85.062315,8000,100
25.0249871,-85.0626269,8100,100
25.0161496,-85.0629387,8200,100
25.0073111,-85.0632504,8300,100
24.9984718,-85.0635619,8400,100
24.9896316,-85.0638733,8500,100
24.9807905,-85.0641847,8600,100
24.9719485,-85.0644959,8700,100
24.9631056,-85.0648069,8800,100
24.9542619,-85.0651179,8900,100
24.9454172,-85.0654287,9000,100
24.9365717,-85.0657394,9100,100
24.9277253,-85.06605,9200,100
24.918878,-85.0663605,9300,100
24.9100298,-85.0666709,9400,100
24.9011808,-85.0669811,9500,100
24.8923308,-85.0672912,9600,100
24.88348,-85.0676012,9700,100
24.8746283,-85.0679111,9800,100
24.8657757,-85.0682209,9900,100
24.8569222,-85.0685305,10000,100
24.8480678,-85.06884,10100,100
24.8392126,-85.0691494,10200,100
24.8303565,-85.0694587,10300,100
24.8214995,-85.0697679,10400,100
24.8126416,-85.0700769,10500,100
24.8037828,-85.0703858,10600,100
24.7949231,-85.0706946,10700,100
24.7860626,-85.0710033,10800,100
24.7772012,-85.0713119,10900,100
24.7683389,-85.0716203,11000,100
24.7594757,-85.0719286,11100,100
24.7506116,-85.0722368,11200,100
24.7417466,-85.0725449,11300,100
24.7328808,-85.0728529,11400,100
24.7240141,-85.0731607,11500,100
24.7151465,-85.0734684,11600,100
24.706278,-85.073776,11700,100
24.6974087,-85.0740835,11800,100
24.6885384,-85.0743909,11900,100
24.679756,-85.074695,11999,100
25.7339605,-85.0362114,0,200
25.7251963,-85.0365328,100,200
25.7164312,-85.0368541,200,200
25.7076651,-85.0371752,300,200
25.6988982,-85.0374963,400,200
25.6901304,-85.0378172,500,200
25.6813617,-85.038138,600,200
25.6725921,-85.0384587,700,200
25.6638216,-85.0387793,800,200
25.6550503,-85.0390997,900,200
25.646278,-85.0394201,1000,200
25.6375048,-85.0397403,1100,200
25.6287307,-85.0400604,1200,200
25.6199558,-85.0403804,1300,200
25.6111799,-85.0407002,1400,200
25.6024031,-85.04102,1500,200
25.5936255,-85.0413396,1600,200
25.5848469,-85.0416591,1700,200
25.5760675,-85.0419785,1800,200
25.5672871,-85.0422977,1900,200
25.5585059,-85.0426169,2000,200
25.5497238,-85.0429359,2100,200
25.5409407,-85.0432548,2200,200
25.5321568,-85.0435736,2300,200
25.523372,-85.0438923,2400,200
25.5145863,-85.0442108,2500,200
25.5057997,-85.0445292,2600,200
25.4970122,-85.0448476,2700,200
25.4882238,-85.0451657,2800,200
25.4794346,-85.0454838,2900,200
25.4706444,-85.0458018,3000,200
25.4618533,-85.0461196,3100,200
25.4530614,-85.0464373,3200,200
25.4442685,-85.0467549,3300,200
25.4354748,-85.0470724,3400,200
25.4266801,-85.0473898,3500,200
25.4178846,-85.047707,3600,200
25.4090882,-85.0480241,3700,200
25.4002909,-85.0483411,3800,200
25.3914927,-85.048658,3900,200
25.3826936,-85.0489748,4000,200
25.3738936,-85.0492914,4100,200
25.3650927,-85.0496079,4200,200
25.3562909,-85.0499243,4300,200
25.3474883,-85.0502406,4400,200
25.3386847,-85.0505568,4500,200
25.3298803,-85.0508728,4600,200
25.321075,-85.0511887,4700,200
25.3122687,-85.0515045,4800,200
25.3034616,-85.0518202,4900,200
25.2946536,-85.0521358,5000,200
25.2858447,-85.0524512,5100,200
25.2770349,-85.0527666,5200,200
25.2682243,-85.0530818,5300,200
25.2594127,-85.0533969,5400,200
25.2506002,-85.0537118,5500,200
25.2417869,-85.0540267,5600,200
25.2329727,-85.0543414,5700,200
25.2241575,-85.054656,5800,200
25.2153415,-85.0549705,5900,200
25.2065246,-85.0552849,6000,200
25.1977068,-85.0555992,6100,200
25.1888882,-85.0559133,6200,200
25.1800686,-85.0562273,6300,200
25.1712481,-85.0565412,6400,200
25.1624268,-85.056855,6500,200
25.1536046,-85.0571686,6600,200
25.1447815,-85.0574822,6700,200
25.1359574,-85.0577956,6800,200
25.1271326,-85.0581089,6900,200
25.1183068,-85.0584221,7000,200
25.1094801,-85.0587351,7100,200
25.1006526,-85.0590481,7200,200
25.0918241,-85.0593609,7300,200
25.0829948,-85.0596736,7400,200
25.0741646,-85.0599862,7500,200
25.0653335,-85.0602986,7600,200
25.0565015,-85.060611,7700,200
25.0476686,-85.0609232,7800,200
25.0388348,-85.0612353,7900,200
25.0300002,-85.0615473,8000,200
25.0211647,-85.0618592,8100,200
25.0123283,-85.0621709,8200,200
25.0034909,-85.0624825,8300,200
24.9946528,-85.062794,8400,200
24.9858137,-85.0631054,8500,200
24.9769737,-85.0634167,8600,200
24.9681329,-85.0637278,8700,200
24.9592912,-85.0640388,8800,200
24.9504485,-85.0643498,8900,200
24.941605,-85.0646605,9000,200
24.9327607,-85.0649712,9100,200
24.9239154,-85.0652817,9200,200
24.9150693,-85.0655922,9300,200
24.9062222,-85.0659025,9400,200
24.8973743,-85.0662127,9500,200
24.8885255,-85.0665227,9600,200
24.8796758,-85.0668327,9700,200
24.8708253,-85.0671425,9800,200
24.8619738,-85.0674522,9900,200
24.8531215,-85.0677618,10000,200
24.8442683,-85.0680713,10100,200
24.8354142,-85.0683806,10200,200
24.8265592,-85.0686899,10300,200
24.8177033,-85.068999,10400,200
24.8088466,-85.0693079,10500,200
24.7999889,-85.0696168,10600,200
24.7911304,-85.0699256,10700,200
24.782271,-85.0702342,10800,200
24.7734108,-85.0705427,10900,200
24.7645496,-85.0708511,11000,200
24.7556876,-85.0711594,11100,200
24.7468247,-85.0714675,11200,200
24.7379609,-85.0717755,11300,200
24.7290962,-85.0720835,11400,200
24.7202306,-85.0723912,11500,200
24.7113642,-85.0726989,11600,200
24.7024969,-85.0730065,11700,200
24.6936287,-85.0733139,11800,200
24.6847596,-85.0736212,11900,200
24.6759783,-85.0739253,11999,200
25.7300481,-85.0354479,0,300
25.721285,-85.0357692,100,300
25.712521,-85.0360905,200,300
25.7037561,-85.0364116,300,300
25.6949903,-85.0367326,400,300
25.6862236,-85.0370535,500,300
25.677456,-85.0373742,600,300
25.6686875,-85.0376949,700,300
25.6599181,-85.0380154,800,300
25.6511478,-85.0383358,900,300
25.6423766,-85.0386561,1000,300
25.6336046,-85.0389762,1100,300
25.6248316,-85.0392963,1200,300
25.6160577,-85.0396162,1300,300
25.607283,-85.039936,1400,300
25.5985073,-85.0402557,1500,300
25.5897308,-85.0405753,1600,300
25.5809533,-85.0408947,1700,300
25.572175,-85.041214,1800,300
25.5633958,-85.0415333,1900,300
25.5546156,-85.0418524,2000,300
25.5458346,-85.0421713,2100,300
25.5370527,-85.0424902,2200,300
25.5282699,-85.0428089,2300,300
25.5194862,-85.0431275,2400,300
25.5107016,-85.043446,2500,300
25.5019161,-85.0437644,2600,300
25.4931298,-85.0440827,2700,300
25.4843425,-85.0444008,2800,300
25.4755543,-85.0447188,2900,300
25.4667653,-85.0450367,3000,300
25.4579753,-85.0453545,3100,300
25.4491845,-85.0456722,3200,300
25.4403927,-85.0459897,3300,300
25.4316001,-85.0463071,3400,300
25.4228066,-85.0466244,3500,300
25.4140122,-85.0469416,3600,300
25.4052169,-85.0472587,3700,300
25.3964207,-85.0475757,3800,300
25.3876236,-85.0478925,3900,300
25.3788256,-85.0482092,4000,300
25.3700268,-85.0485258,4100,300
25.361227,-85.0488423,4200,300
25.3524263,-85.0491586,4300,300
25.3436248,-85.0494748,4400,300
25.3348224,-85.0497909,4500,300
25.3260191,-85.0501069,4600,300
25.3172148,-85.0504228,4700,300
25.3084097,-85.0507386,4800,300
25.2996038,-85.0510542,4900,300
25.2907969,-85.0513697,5000,300
25.2819891,-85.0516851,5100,300
25.2731804,-85.0520004,5200,300
25.2643709,-85.0523156,5300,300
25.2555605,-85.0526306,5400,300
25.2467491,-85.0529455,5500,300
25.2379369,-85.0532603,5600,300
25.2291238,-85.053575,5700,300
25.2203098,-85.0538896,5800,300
25.2114949,-85.054204,5900,300
25.2026792,-85.0545183,6000,300
25.1938625,-85.0548325,6100,300
25.185045,-85.0551466,6200,300
25.1762265,-85.0554606,6300,300
25.1674072,-85.0557744,6400,300
25.158587,-85.0560881,6500,300
25.1497659,-85.0564018,6600,300
25.1409439,-85.0567152,6700,300
25.132121,-85.0570286,6800,300
25.1232973,-85.0573419,6900,300
25.1144726,-85.057655,7000,300
25.1056471,-85.057968,7100,300
25.0968207,-85.0582809,7200,300
25.0879934,-85.0585936,7300,300
25.0791652,-85.0589063,7400,300
25.0703361,-85.0592188,7500,300
25.0615061,-85.0595312,7600,300
25.0526753,-85.0598435,7700,300
25.0438435,-85.0601557,7800,300
25.0350109,-85.0604677,7900,300
25.0261774,-85.0607797,8000,300
25.017343,-85.0610915,8100,300
25.0085077,-85.0614032,8200,300
24.9996716,-85.0617148,8300,300
24.9908345,-85.0620262,8400,300
24.9819966,-85.0623375,8500,300
24.9731578,-85.0626488,8600,300
24.9643181,-85.0629598,8700,300
24.9554775,-85.0632708,8800,300
24.946636,-85.0635817,8900,300
24.9377937,-85.0638924,9000,300
24.9289504,-85.064203,9100,300
24.9201063,-85.0645135,9200,300
24.9112613,-85.0648239,9300,300
24.9024154,-85.0651342,9400,300
24.8935686,-85.0654443,9500,300
24.884721,-85.0657543,9600,300
24.8758724,-85.0660642,9700,300
24.867023,-85.066374,9800,300
24.8581727,-85.0666836,9900,300
24.8493215,-85.0669932,10000,300
24.8404695,-85.0673026,10100,300
24.8316165,-85.0676119,10200,300
24.8227627,-85.0679211,10300,300
24.813908,-85.0682301,10400,300
24.8050524,-85.0685391,10500,300
24.7961959,-85.0688479,10600,300
24.7873385,-85.0691566,10700,300
24.7784803,-85.0694652,10800,300
24.7696212,-85.0697736,10900,300
24.7607612,-85.070082,11000,300
24.7519003,-85.0703902,11100,300
24.7430385,-85.0706983,11200,300
24.7341759,-85.0710063,11300,300
24.7253124,-85.0713141,11400,300
24.716448,-85.0716218,11500,300
24.7075827,-85.0719295,11600,300
24.6987165,-85.072237,11700,300
24.6898495,-85.0725443,11800,300
24.6809816,-85.0728516,11900,300
24.6722015,-85.0731557,11999,300
25.7261366,-85.0346844,0,400
25.7173746,-85.0350057,100,400
25.7086117,-85.0353269,200,400
25.6998479,-85.035648,300,400
25.6910832,-85.0359689,400,400
25.6823176,-85.0362898,500,400
25.6735511,-85.0366105,600,400
25.6647837,-85.0369311,700,400
25.6560154,-85.0372515,800,400
25.6472462,-85.0375719,900,400
25.6384762,-85.0378921,1000,400
25.6297052,-85.0382122,1100,400
25.6209333,-85.0385322,1200,400
25.6121606,-85.0388521,1300,400
25.6033869,-85.0391718,1400,400
25.5946124,-85.0394915,1500,400
25.5858369,-85.039811,1600,400
25.5770606,-85.0401304,1700,400
25.5682834,-85.0404497,1800,400
25.5595053,-85.0407688,1900,400
25.5507263,-85.0410879,2000,400
25.5419463,-85.0414068,2100,400
25.5331655,-85.0417256,2200,400
25.5243838,-85.0420443,2300,400
25.5156013,-85.0423629,2400,400
25.5068178,-85.0426813,2500,400
25.4980334,-85.0429996,2600,400
25.4892481,-85.0433178,2700,400
25.480462,-85.0436359,2800,400
25.4716749,-85.0439539,2900,400
25.462887,-85.0442717,3000,400
25.4540982,-85.0445895,3100,400
25.4453084,-85.0449071,3200,400
25.4365178,-85.0452246,3300,400
25.4277263,-85.0455419,3400,400
25.4189339,-85.0458592,3500,400
25.4101406,-85.0461763,3600,400
25.4013464,-85.0464934,3700,400
25.3925514,-85.0468102,3800,400
25.3837554,-85.047127,3900,400
25.3749585,-85.0474437,4000,400
25.3661608,-85.0477602,4100,400
25.3573621,-85.0480766,4200,400
25.3485626,-85.0483929,4300,400
25.3397622,-85.0487091,4400,400
25.3309609,-85.0490252,4500,400
25.3221587,-85.0493411,4600,400
25.3133556,-85.049657,4700,400
25.3045516,-85.0499727,4800,400
25.2957468,-85.0502882,4900,400
25.286941,-85.0506037,5000,400
25.2781344,-85.0509191,5100,400
25.2693268,-85.0512343,5200,400
25.2605184,-85.0515494,5300,400
25.2517091,-85.0518644,5400,400
25.2428989,-85.0521792,5500,400
25.2340878,-85.052494,5600,400
25.2252758,-85.0528086,5700,400
25.216463,-85.0531231,5800,400
25.2076492,-85.0534375,5900,400
25.1988346,-85.0537518,6000,400
25.190019,-85.0540659,6100,400
25.1812026,-85.05438,6200,400
25.1723853,-85.0546939,6300,400
25.1635671,-85.0550077,6400,400
25.154748,-85.0553214,6500,400
25.1459281,-85.0556349,6600,400
25.1371072,-85.0559483,6700,400
25.1282855,-85.0562617,6800,400
25.1194628,-85.0565749,6900,400
25.1106393,-85.0568879,7000,400
25.1018149,-85.0572009,7100,400
25.0929896,-85.0575137,7200,400
25.0841635,-85.0578264,7300,400
25.0753364,-85.058139,7400,400
25.0665085,-85.0584515,7500,400
25.0576796,-85.0587639,7600,400
25.0488499,-85.0590761,7700,400
25.0400193,-85.0593882,7800,400
25.0311878,-85.0597002,7900,400
25.0223555,-85.0600121,8000,400
25.0135222,-85.0603239,8100,400
25.0046881,-85.0606355,8200,400
24.9958531,-85.060947,8300,400
24.9870172,-85.0612584,8400,400
24.9781804,-85.0615697,8500,400
24.9693427,-85.0618809,8600,400
24.9605041,-85.0621919,8700,400
24.9516647,-85.0625029,8800,400
24.9428244,-85.0628137,8900,400
24.9339831,-85.0631243,9000,400
24.925141,-85.0634349,9100,400
24.9162981,-85.0637454,9200,400
24.9074542,-85.0640557,9300,400
24.8986095,-85.0643659,9400,400
24.8897638,-85.064676,9500,400
24.8809173,-85.0649859,9600,400
24.8720699,-85.0652958,9700,400
24.8632217,-85.0656055,9800,400
24.8543725,-85.0659151,9900,400
24.8455225,-85.0662246,10000,400
24.8366716,-85.066534,10100,400
24.8278197,-85.0668432,10200,400
24.8189671,-85.0671523,10300,400
24.8101135,-85.0674613,10400,400
24.8012591,-85.0677702,10500,400
24.7924037,-85.068079,10600,400
24.7835475,-85.0683877,10700,400
24.7746904,-85.0686962,10800,400
24.7658325,-85.0690046,10900,400
24.7569736,-85.0693129,11000,400
24.7481139,-85.069621,11100,400
24.7392533,-85.0699291,11200,400
24.7303918,-85.070237,11300,400
24.7215294,-85.0705448,11400,400
24.7126662,-85.0708525,11500,400
24.703802,-85.0711601,11600,400
24.694937,-85.0714675,11700,400
24.6860711,-85.0717749,11800,400
24.6772044,-85.0720821,11900,400
24.6684254,-85.0723861,11999,400
25.7222264,-85.033921,0,500
25.7134655,-85.0342422,100,500
25.7047037,-85.0345634,200,500
25.695941,-85.0348844,300,500
25.6871774,-85.0352053,400,500
25.6784129,-85.0355261,500,500
25.6696475,-85.0358467,600,500
25.6608812,-85.0361672,700,500
25.652114,-85.0364877,800,500
25.643346,-85.036808,900,500
25.634577,-85.0371281,1000,500
25.6258071,-85.0374482,1100,500
25.6170364,-85.0377681,1200,500
25.6082647,-85.038088,1300,500
25.5994922,-85.0384077,1400,500
25.5907188,-85.0387272,1500,500
25.5819444,-85.0390467,1600,500
25.5731692,-85.0393661,1700,500
25.5643931,-85.0396853,1800,500
25.5556161,-85.0400044,1900,500
25.5468382,-85.0403234,2000,500
25.5380594,-85.0406423,2100,500
25.5292797,-85.040961,2200,500
25.5204991,-85.0412796,2300,500
25.5117176,-85.0415982,2400,500
25.5029353,-85.0419165,2500,500
25.494152,-85.0422348,2600,500
25.4853678,-85.042553,2700,500
25.4765828,-85.042871,2800,500
25.4677969,-85.0431889,2900,500
25.45901,-85.0435067,3000,500
25.4502223,-85.0438244,3100,500
25.4414337,-85.044142,3200,500
25.4326442,-85.0444594,3300,500
25.4238538,-85.0447767,3400,500
25.4150625,-85.0450939,3500,500
25.4062704,-85.045411,3600,500
25.3974773,-85.045728,3700,500
25.3886833,-85.0460448,3800,500
25.3798885,-85.0463616,3900,500
25.3710928,-85.0466782,4000,500
25.3622961,-85.0469946,4100,500
25.3534986,-85.047311,4200,500
25.3447002,-85.0476273,4300,500
25.3359009,-85.0479434,4400,500
25.3271007,-85.0482594,4500,500
25.3182996,-85.0485753,4600,500
25.3094977,-85.0488911,4700,500
25.3006948,-85.0492067,4800,500
25.2918911,-85.0495223,4900,500
25.2830864,-85.0498377,5000,500
25.2742809,-85.050153,5100,500
25.2654745,-85.0504681,5200,500
25.2566672,-85.0507832,5300,500
25.247859,-85.0510981,5400,500
25.23905,-85.0514129,5500,500
25.23024,-85.0517276,5600,500
25.2214291,-85.0520422,5700,500
25.2126174,-85.0523567,5800,500
25.2038048,-85.052671,5900,500
25.1949913,-85.0529852,6000,500
25.1861769,-85.0532993,6100,500
25.1773616,-85.0536133,6200,500
25.1685454,-85.0539272,6300,500
25.1597283,-85.0542409,6400,500
25.1509104,-85.0545545,6500,500
25.1420916,-85.0548681,6600,500
25.1332718,-85.0551814,6700,500
25.1244512,-85.0554947,6800,500
25.1156297,-85.0558078,6900,500
25.1068074,-85.0561209,7000,500
25.0979841,-85.0564338,7100,500
25.0891599,-85.0567466,7200,500
25.0803349,-85.0570592,7300,500
25.071509,-85.0573718,7400,500
25.0626822,-85.0576842,7500,500
25.0538545,-85.0579965,7600,500
25.0450259,-85.0583087,7700,500
25.0361964,-85.0586208,7800,500
25.0273661,-85.0589327,7900,500
25.0185349,-85.0592445,8000,500
25.0097027,-85.0595563,8100,500
25.0008697,-85.0598679,8200,500
24.9920359,-85.0601793,8300,500
24.9832011,-85.0604907,8400,500
24.9743654,-85.0608019,8500,500
24.9655289,-85.061113,8600,500
24.9566915,-85.061424,8700,500
24.9478532,-85.0617349,8800,500
24.939014,-85.0620456,8900,500
24.9301739,-85.0623563,9000,500
24.921333,-85.0626668,9100,500
24.9124911,-85.0629772,9200,500
24.9036484,-85.0632874,9300,500
24.8948048,-85.0635976,9400,500
24.8859603,-85.0639076,9500,500
24.877115,-85.0642176,9600,500
24.8682687,-85.0645273,9700,500
24.8594216,-85.064837,9800,500
24.8505736,-85.0651466,9900,500
24.8417247,-85.065456,10000,500
24.8328749,-85.0657653,10100,500
24.8240243,-85.0660745,10200,500
24.8151727,-85.0663836,10300,500
24.8063203,-85.0666926,10400,500
24.797467,-85.0670014,10500,500
24.7886129,-85.0673101,10600,500
24.7797578,-85.0676187,10700,500
24.7709019,-85.0679272,10800,500
24.762045,-85.0682355,10900,500
24.7531874,-85.0685438,11000,500
24.7443288,-85.0688519,11100,500
24.7354693,-85.0691599,11200,500
24.726609,-85.0694678,11300,500
24.7177478,-85.0697755,11400,500
24.7088857,-85.0700832,11500,500
24.7000227,-85.0703907,11600,500
24.6911588,-85.0706981,11700,500
24.6822941,-85.0710054,11800,500
24.6734285,-85.0713125,11900,500
24.6646507,-85.0716165,11999,500
25.7183187,-85.0331575,0,600
25.7095589,-85.0334787,100,600
25.7007982,-85.0337998,200,600
25.6920366,-85.0341208,300,600
25.6832741,-85.0344416,400,600
25.6745108,-85.0347623,500,600
25.6657465,-85.0350829,600,600
25.6569813,-85.0354034,700,600
25.6482152,-85.0357238,800,600
25.6394483,-85.036044,900,600
25.6306804,-85.0363642,1000,600
25.6219116,-85.0366842,1100,600
25.613142,-85.0370041,1200,600
25.6043714,-85.0373238,1300,600
25.5956,-85.0376435,1400,600
25.5868277,-85.037963,1500,600
25.5780545,-85.0382824,1600,600
25.5692803,-85.0386017,1700,600
25.5605053,-85.0389209,1800,600
25.5517294,-85.03924,1900,600
25.5429526,-85.0395589,2000,600
25.534175,-85.0398777,2100,600
25.5253964,-85.0401964,2200,600
25.5166169,-85.040515,2300,600
25.5078365,-85.0408334,2400,600
25.4990553,-85.0411518,2500,600
25.4902731,-85.04147,2600,600
25.4814901,-85.0417881,2700,600
25.4727062,-85.0421061,2800,600
25.4639214,-85.042424,2900,600
25.4551356,-85.0427417,3000,600
25.446349,-85.0430593,3100,600
25.4375616,-85.0433769,3200,600
25.4287732,-85.0436942,3300,600
25.4199839,-85.0440115,3400,600
25.4111937,-85.0443287,3500,600
25.4024027,-85.0446457,3600,600
25.3936107,-85.0449626,3700,600
25.3848179,-85.0452794,3800,600
25.3760242,-85.0455961,3900,600
25.3672295,-85.0459126,4000,600
25.358434,-85.0462291,4100,600
25.3496376,-85.0465454,4200,600
25.3408404,-85.0468616,4300,600
25.3320422,-85.0471777,4400,600
25.3232431,-85.0474936,4500,600
25.3144432,-85.0478095,4600,600
25.3056423,-85.0481252,4700,600
25.2968406,-85.0484408,4800,600
25.288038,-85.0487563,4900,600
25.2792345,-85.0490716,5000,600
25.2704301,-85.0493869,5100,600
25.2616248,-85.049702,5200,600
25.2528186,-85.050017,5300,600
25.2440116,-85.0503319,5400,600
25.2352036,-85.0506467,5500,600
25.2263948,-85.0509613,5600,600
25.217585,-85.0512758,5700,600
25.2087744,-85.0515902,5800,600
25.1999629,-85.0519045,5900,600
25.1911506,-85.0522187,6000,600
25.1823373,-85.0525327,6100,600
25.1735231,-85.0528467,6200,600
